product_brand_name,order_date,kegs_delivered|sum,nr_usd|sum,product_cost|sum,total_discount|sum,price_discount|sum,coupon_discount|sum,total_price|sum,growth_rate_population_age_bracket_15_64_annual,population_age_bracket_15_64_annual,disposable_personal_income_lcu_annual,unemployment_rate_quarter,real_private_consumption_growth_rate_year_on_year_quarter,nominal_private_consumption_lcu_quarter,consumer_price_index_year_on_year_percent_change_month,nominal_total_consumption_in_lcu_growth_rate_year_on_year_quarter,interest_rate_short_term_month,avg_t,precipitation,Boxing_Day,Boxing_Day_Observed,Christmas_Day,Christmas_Day_Observed,Easter_Monday,Good_Friday,Late_Summer_Bank_Holiday,May_Day,New_Years_Day,New_Years_Day_Observed,Platinum_Jubilee_of_Elizabeth_II,Spring_Bank_Holiday,abv,holiday_week,holiday_flag,week_of_quarter,Budweiser|sum,Jupiler|sum,Stella|sum,Corona|sum,Hertog|sum,BrewDog|sum,Tennent|sum,Leffe|sum,Lowenbrau|sum,Spaten|sum
Corona,2020-06-01,1518.0,132.71,68.54,3.46,0.0,3.46,105.3,0.66,86.45,2947.44,57.39999999999999,-49.46,2168.84,1.0,-28.56,0.62,110.5,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,10,5.0,4.0,3.0,6.0,6.0,0.0,0.0,5.0,3.0,6.0
Corona,2020-06-08,1873.0,91.89,45.9,4.41,0.0,4.41,71.51,0.66,86.45,2947.44,57.39999999999999,-49.46,2168.84,1.21,-28.56,0.38,118.74,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,11,6.0,5.0,4.0,7.0,2.0,0.0,0.0,5.0,5.0,6.0
Corona,2020-06-15,1450.0,97.76,50.89,1.85,0.0,1.85,77.79,0.66,86.45,2947.44,57.39999999999999,-49.46,2168.84,1.21,-28.56,0.38,118.74,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,12,4.0,4.0,5.0,3.0,4.0,0.0,0.0,7.0,4.0,5.0
Corona,2020-06-22,966.0,42.6,7.56,1.67,0.0,1.67,17.81,0.66,86.45,2947.44,57.39999999999999,-49.46,2168.84,1.21,-28.56,0.38,118.74,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,13,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
Corona,2020-06-29,1661.0,70.41,29.28,1.28,0.0,1.28,47.79,0.66,86.45,2947.44,57.39999999999999,-49.46,2168.84,1.21,-28.56,0.38,118.74,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Corona,2020-07-06,931.0,47.16,10.04,1.44,0.0,1.44,20.83,0.66,86.45,2947.44,65.8,-25.11,2516.41,1.96,-10.57,0.23,120.78,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,2,0.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
Corona,2020-07-13,655.0,62.71,11.99,2.55,0.0,2.55,27.16,0.66,86.45,2947.44,67.2,-21.05,2574.34,2.08,-7.57,0.2,121.12,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
Corona,2020-07-20,111.0,314.32,66.82,10.78,0.0,10.78,146.78,0.66,86.45,2947.44,67.2,-21.05,2574.34,2.08,-7.57,0.2,121.12,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,4,6.0,5.0,7.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0
Corona,2020-07-27,1956.0,87.34,42.74,1.94,0.0,1.94,66.12,0.66,86.45,2947.44,67.2,-21.05,2574.34,2.08,-7.57,0.2,121.12,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5,7.0,6.0,7.0,7.0,0.0,0.0,0.0,4.0,4.0,5.0
Corona,2020-08-03,1347.0,137.13,78.8,2.33,0.0,2.33,117.44,0.66,86.45,2947.44,67.2,-21.05,2574.34,1.38,-7.57,0.17,124.01,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,6,6.0,5.0,4.0,3.0,3.0,0.0,0.0,7.0,4.0,2.0
Corona,2020-08-10,1484.0,82.25,39.11,1.93,0.0,1.93,61.51,0.66,86.45,2947.44,67.2,-21.05,2574.34,0.44,-7.57,0.14,127.86,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,7,6.0,7.0,7.0,7.0,5.0,0.0,0.0,7.0,7.0,0.0
Corona,2020-08-17,1223.0,67.95,28.06,2.2,0.0,2.2,46.32,0.66,86.45,2947.44,67.2,-21.05,2574.34,0.44,-7.57,0.14,127.86,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,8,2.0,4.0,4.0,5.0,2.0,0.0,0.0,7.0,4.0,1.0
Corona,2020-08-24,1254.0,57.62,19.79,1.98,0.0,1.98,34.87,0.66,86.45,2947.44,67.2,-21.05,2574.34,0.44,-7.57,0.14,127.86,8.11,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,4.0,9,0.0,7.0,7.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0
Corona,2020-08-31,1335.0,46.17,10.59,1.41,0.0,1.41,21.59,0.66,86.45,2947.44,67.2,-21.05,2574.34,0.44,-7.57,0.14,127.86,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,-4.0,0.0,10,5.0,6.0,7.0,7.0,5.0,0.0,0.0,7.0,7.0,0.0
Corona,2020-09-07,873.0,46.99,11.48,1.91,0.0,1.91,23.29,0.66,86.45,2947.44,67.2,-21.05,2574.34,1.06,-7.57,0.12,115.42,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,11,7.0,7.0,7.0,4.0,6.0,0.0,0.0,7.0,2.0,7.0
Corona,2020-09-14,930.0,54.79,17.7,1.58,0.0,1.58,31.57,0.66,86.45,2947.44,67.2,-21.05,2574.34,1.06,-7.57,0.12,115.42,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,12,6.0,5.0,7.0,6.0,5.0,0.0,0.0,7.0,2.0,7.0
Corona,2020-09-21,869.0,54.06,18.25,1.59,0.0,1.59,29.7,0.66,86.45,2947.44,67.2,-21.05,2574.34,1.06,-7.57,0.12,115.42,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,13,6.0,4.0,7.0,6.0,6.0,0.0,0.0,7.0,2.0,6.0
Corona,2020-09-28,786.0,95.08,55.93,1.52,0.0,1.52,75.21,0.66,86.45,2947.44,67.2,-21.05,2574.34,1.06,-7.57,0.12,115.42,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,1,7.0,5.0,7.0,4.0,5.0,0.0,0.0,3.0,7.0,7.0
Corona,2020-10-05,978.0,82.02,44.76,1.14,0.0,1.14,61.15,0.66,86.45,2947.44,70.902,-23.8,2548.15,1.3,-9.79,0.11,105.65,9.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,2,4.0,5.0,6.0,4.0,2.0,0.0,0.0,7.0,5.0,3.0
Corona,2020-10-12,212.0,154.99,98.04,2.37,0.0,2.37,128.85,0.66,86.45,2947.44,72.3828,-24.9,2537.68,1.39,-10.68,0.1,101.74,12.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,3,5.0,5.0,6.0,1.0,2.0,0.0,0.0,6.0,6.0,7.0
Corona,2020-10-19,1295.0,49.79,13.02,1.46,0.0,1.46,23.87,0.66,86.45,2947.44,72.3828,-24.9,2537.68,1.39,-10.68,0.1,101.74,12.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,4,6.0,5.0,7.0,6.0,5.0,0.0,0.0,6.0,7.0,7.0
Corona,2020-10-26,1483.0,46.95,11.51,1.26,0.0,1.26,21.25,0.66,86.45,2947.44,72.3828,-24.9,2537.68,1.39,-10.68,0.1,101.74,12.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5,3.0,6.0,7.0,6.0,6.0,0.0,0.0,5.0,5.0,5.0
Corona,2020-11-02,2151.0,71.16,36.67,1.17,0.0,1.17,48.89,0.66,86.45,2947.44,72.3828,-24.9,2537.68,1.18,-10.68,0.1,99.74,10.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,6,4.0,6.0,7.0,1.0,3.0,0.0,0.0,5.0,4.0,6.0
Corona,2020-11-09,2297.0,98.32,64.81,0.73,0.0,0.73,79.01,0.66,86.45,2947.44,72.3828,-24.9,2537.68,0.63,-10.68,0.1,94.73,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,7,4.0,4.0,7.0,5.0,7.0,0.0,0.0,7.0,7.0,5.0
Corona,2020-11-16,2973.0,77.23,42.56,2.27,0.0,2.27,56.89,0.66,86.45,2947.44,72.3828,-24.9,2537.68,0.63,-10.68,0.1,94.73,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,8,4.0,1.0,6.0,5.0,4.0,0.0,0.0,5.0,5.0,4.0
Corona,2020-11-23,2754.0,107.4,68.99,0.94,0.0,0.94,88.03,0.66,86.45,2947.44,72.3828,-24.9,2537.68,0.63,-10.68,0.1,94.73,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,9,5.0,5.0,7.0,5.0,4.0,0.0,0.0,6.0,6.0,3.0
Corona,2020-11-30,6270.0,106.95,69.19,2.82,0.0,2.82,95.16,0.66,86.45,2947.44,72.3828,-24.9,2537.68,0.63,-10.68,0.1,94.73,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,10,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0
Corona,2020-12-07,2413.0,65.26,29.26,1.58,0.0,1.58,50.53,0.66,86.45,2947.44,72.3828,-24.9,2537.68,1.24,-10.68,0.1,82.66,9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,11,5.0,6.0,7.0,5.0,0.0,0.0,0.0,7.0,6.0,5.0
Corona,2020-12-14,4558.0,35.62,5.57,2.78,0.0,2.78,18.57,0.66,86.45,2947.44,72.3828,-24.9,2537.68,1.24,-10.68,0.1,82.66,9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,12,5.0,7.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0
Corona,2020-12-21,2777.0,37.99,7.38,2.46,0.0,2.46,24.44,0.66,86.45,2947.44,72.3828,-24.9,2537.68,1.24,-10.68,0.1,82.66,9.32,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,12.0,13,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0
Corona,2020-12-28,1604.0,38.99,6.93,2.42,0.0,2.42,22.04,0.66,86.45,2947.44,72.3828,-24.9,2537.68,1.24,-10.68,0.1,82.66,9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,63.0,-12.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corona,2021-01-04,1027.0,38.32,6.79,2.09,0.0,2.09,20.46,0.57,86.57,2940.86,82.28840000000001,-25.71,2492.27,1.02,-12.19,0.11,78.56,9.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,-4.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corona,2021-01-11,760.0,40.49,9.5,1.75,0.0,1.75,28.79,0.5,86.66,2935.93,89.7176,-26.32,2458.22,0.85,-13.32,0.12,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corona,2021-01-18,1151.0,39.34,8.98,1.99,0.0,1.99,28.4,0.5,86.66,2935.93,89.7176,-26.32,2458.22,0.85,-13.32,0.12,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,3,4.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
Corona,2021-01-25,1391.0,38.97,8.41,1.68,0.0,1.68,26.84,0.5,86.66,2935.93,89.7176,-26.32,2458.22,0.85,-13.32,0.12,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,4,2.0,3.0,7.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0
Corona,2021-02-01,166.0,88.23,21.81,4.88,0.0,4.88,56.68,0.5,86.66,2935.93,89.7176,-26.32,2458.22,0.89,-13.32,0.12,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5,0.0,2.0,7.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0
Corona,2021-02-08,1976.0,38.44,7.4,2.44,0.0,2.44,24.05,0.5,86.66,2935.93,89.7176,-26.32,2458.22,1.08,-13.32,0.14,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,6,2.0,1.0,6.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0
Corona,2021-02-15,1431.0,49.32,10.3,2.68,0.0,2.68,33.48,0.5,86.66,2935.93,89.7176,-26.32,2458.22,1.08,-13.32,0.14,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,7,2.0,0.0,6.0,4.0,5.0,0.0,0.0,7.0,1.0,0.0
Corona,2021-02-22,1813.0,38.94,8.17,1.77,0.0,1.77,26.57,0.5,86.66,2935.93,89.7176,-26.32,2458.22,1.08,-13.32,0.14,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,8,5.0,6.0,7.0,6.0,3.0,0.0,0.0,7.0,5.0,6.0
Corona,2021-03-01,2913.0,35.92,4.62,0.95,0.0,0.95,14.89,0.5,86.66,2935.93,89.7176,-26.32,2458.22,1.13,-13.32,0.14,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,9,7.0,5.0,7.0,5.0,0.0,0.0,0.0,7.0,6.0,6.0
Corona,2021-03-08,3061.0,35.26,3.83,0.77,0.0,0.77,12.21,0.5,86.66,2935.93,89.7176,-26.32,2458.22,1.45,-13.32,0.16,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,10,7.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,5.0
Corona,2021-03-15,2618.0,35.92,5.42,2.99,0.0,2.99,17.57,0.5,86.66,2935.93,89.7176,-26.32,2458.22,1.45,-13.32,0.16,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,11,7.0,6.0,6.0,7.0,0.0,0.0,1.0,7.0,6.0,5.0
Corona,2021-03-22,2733.0,36.08,6.04,3.42,0.0,3.42,19.78,0.5,86.66,2935.93,89.7176,-26.32,2458.22,1.45,-13.32,0.16,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,12,7.0,7.0,7.0,7.0,2.0,0.0,0.0,7.0,6.0,7.0
Corona,2021-03-29,2710.0,168.12,90.28,1.33,0.0,1.33,137.9,0.5,86.66,2935.93,89.7176,-26.32,2458.22,1.45,-13.32,0.16,75.48,9.18,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,8.0,13,7.0,6.0,7.0,7.0,3.0,0.0,0.0,7.0,7.0,7.0
Corona,2021-04-05,2933.0,210.74,117.22,3.92,0.0,3.92,180.35,0.5,86.66,2935.93,94.91560000000001,18.13,2571.38,2.29,16.88,0.16,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,-8.0,0.0,1,7.0,3.0,7.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0
Corona,2021-04-12,3978.0,162.89,84.52,1.86,0.0,1.86,126.33,0.5,86.66,2935.93,96.9948,35.9,2616.64,2.63,28.97,0.16,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,2,7.0,3.0,7.0,7.0,2.0,0.0,0.0,5.0,1.0,5.0
Corona,2021-04-19,2875.0,213.18,116.57,1.47,0.0,1.47,173.51,0.5,86.66,2935.93,96.9948,35.9,2616.64,2.63,28.97,0.16,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,3,6.0,5.0,7.0,5.0,0.0,0.0,0.0,6.0,6.0,0.0
Corona,2021-04-26,3097.0,200.92,108.89,0.97,0.0,0.97,163.39,0.5,86.66,2935.93,96.9948,35.9,2616.64,2.63,28.97,0.16,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,63.0,0.0,4.0,4,4.0,4.0,7.0,3.0,0.0,0.0,1.0,6.0,4.0,3.0
Corona,2021-05-03,3048.0,138.57,85.82,0.82,0.0,0.82,128.64,0.5,86.66,2935.93,96.9948,35.9,2616.64,2.88,28.97,0.17,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,-4.0,0.0,5,6.0,3.0,7.0,6.0,1.0,0.0,0.0,7.0,1.0,6.0
Corona,2021-05-10,2036.0,176.92,107.26,1.24,0.0,1.24,162.93,0.5,86.66,2935.93,96.9948,35.9,2616.64,3.21,28.97,0.18,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,6,6.0,7.0,7.0,6.0,3.0,0.0,1.0,7.0,7.0,7.0
Corona,2021-05-17,1335.0,344.34,224.74,2.26,0.0,2.26,334.09,0.5,86.66,2935.93,96.9948,35.9,2616.64,3.21,28.97,0.18,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,7,2.0,7.0,7.0,4.0,3.0,0.0,0.0,7.0,5.0,4.0
Corona,2021-05-24,1426.0,324.67,210.81,2.2,0.0,2.2,314.21,0.5,86.66,2935.93,96.9948,35.9,2616.64,3.21,28.97,0.18,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,63.0,0.0,4.0,8,2.0,6.0,7.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0
Corona,2021-05-31,2144.0,228.67,142.84,1.86,0.0,1.86,218.09,0.5,86.66,2935.93,96.9948,35.9,2616.64,3.21,28.97,0.18,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,-4.0,0.0,9,5.0,6.0,4.0,6.0,0.0,0.0,1.0,7.0,5.0,0.0
Corona,2021-06-07,2063.0,235.9,147.72,2.28,0.0,2.28,224.11,0.5,86.66,2935.93,96.9948,35.9,2616.64,2.92,28.97,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,10,7.0,1.0,7.0,7.0,4.0,0.0,0.0,4.0,6.0,4.0
Corona,2021-06-14,2721.0,188.27,114.31,1.69,0.0,1.69,177.91,0.5,86.66,2935.93,96.9948,35.9,2616.64,2.92,28.97,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,11,6.0,7.0,7.0,5.0,6.0,0.0,1.0,2.0,5.0,5.0
Corona,2021-06-21,2006.0,242.12,152.1,1.7,0.0,1.7,231.09,0.5,86.66,2935.93,96.9948,35.9,2616.64,2.92,28.97,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,12,7.0,7.0,7.0,7.0,6.0,0.0,0.0,6.0,7.0,0.0
Corona,2021-06-28,1913.0,251.61,159.09,2.08,0.0,2.08,240.94,0.5,86.66,2935.93,96.9948,35.9,2616.64,2.92,28.97,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,13,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0
Corona,2021-07-05,2020.0,239.95,150.93,2.41,0.0,2.41,229.12,0.5,86.66,2935.93,105.3648,17.53,2742.87,2.28,16.91,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corona,2021-07-12,683.0,737.27,448.3,7.96,0.0,7.96,684.27,0.5,86.66,2935.93,108.7128,10.18,2793.36,2.02,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corona,2021-07-19,1023.0,464.56,294.43,4.0,0.0,4.0,439.85,0.5,86.66,2935.93,108.7128,10.18,2793.36,2.02,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corona,2021-07-26,2997.0,174.43,104.89,1.64,0.0,1.64,165.38,0.5,86.66,2935.93,108.7128,10.18,2793.36,2.02,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,4,3.0,1.0,6.0,6.0,5.0,0.0,2.0,6.0,6.0,2.0
Corona,2021-08-02,727.0,629.3,412.63,4.72,0.0,4.72,613.29,0.5,86.66,2935.93,108.7128,10.18,2793.36,2.57,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5,7.0,5.0,7.0,3.0,5.0,0.0,0.0,6.0,7.0,4.0
Corona,2021-08-09,1096.0,414.94,272.33,2.44,0.0,2.44,401.98,0.5,86.66,2935.93,108.7128,10.18,2793.36,3.95,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,6,4.0,6.0,7.0,5.0,5.0,0.0,5.0,7.0,7.0,7.0
Corona,2021-08-16,1398.0,330.65,215.12,1.94,0.0,1.94,320.79,0.5,86.66,2935.93,108.7128,10.18,2793.36,3.95,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,7,7.0,7.0,7.0,6.0,3.0,0.0,5.0,7.0,7.0,7.0
Corona,2021-08-23,2114.0,229.42,142.48,1.24,0.0,1.24,212.81,0.5,86.66,2935.93,108.7128,10.18,2793.36,3.95,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,4.0,8,6.0,7.0,7.0,7.0,5.0,0.0,7.0,7.0,7.0,7.0
Corona,2021-08-30,2428.0,204.32,126.88,4.18,0.0,4.18,195.15,0.5,86.66,2935.93,108.7128,10.18,2793.36,3.95,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,-4.0,0.0,9,7.0,7.0,7.0,7.0,6.0,0.0,7.0,7.0,7.0,7.0
Corona,2021-09-06,1221.0,372.85,245.48,2.53,0.0,2.53,364.46,0.5,86.66,2935.93,108.7128,10.18,2793.36,3.57,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,10,6.0,7.0,7.0,7.0,7.0,0.0,6.0,5.0,7.0,6.0
Corona,2021-09-13,1556.0,298.76,192.0,1.42,0.0,1.42,283.71,0.5,86.66,2935.93,108.7128,10.18,2793.36,3.51,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,11,5.0,7.0,7.0,6.0,5.0,0.0,7.0,7.0,7.0,7.0
Corona,2021-09-20,2321.0,211.41,130.26,2.71,0.0,2.71,195.55,0.5,86.66,2935.93,108.7128,10.18,2793.36,3.51,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,12,6.0,7.0,7.0,7.0,7.0,0.0,6.0,7.0,7.0,6.0
Corona,2021-09-27,1355.0,51.61,19.8,2.83,0.0,2.83,42.4,0.5,86.66,2935.93,108.7128,10.18,2793.36,3.51,12.08,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,13,7.0,6.0,7.0,7.0,7.0,0.0,5.0,4.0,6.0,6.0
Corona,2021-10-04,2264.0,51.69,19.17,2.35,0.0,2.35,37.23,0.5,86.66,2935.93,109.6592,13.99,2812.57,3.47,15.64,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,1,7.0,7.0,7.0,7.0,6.0,0.0,7.0,7.0,7.0,7.0
